Record,Location,X,Y,Longitude,Latitude,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type,Neighborhood
4594,DUROCHER ST btwn DESCHAMPS AVE & ST. PAUL ST,370023.0676,5033299.405,-75.66635,45.43658,2017-08-05,12:00:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle,Vanier North
4595,DUSSERE ST @ ST. JOSEPH BLVD,380855.7373,5037125.791,-75.52732,45.46992,2017-07-10,7:34:00 PM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Orleans Village - Chateauneuf
4596,DUTTON CRES btwn Continuation of DUTTON CRES & Continuation of DUTTON,375507.7089,5035523.111,-75.59594,45.45606,2017-04-09,5:45:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Beacon Hill North
4597,DWYER HILL RD @ DONNELLY DR,360066.7423,4982833.161,-75.7992,44.98334,2017-11-03,9:48:00 AM,01 - Clear,02 - Wet,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Munster Hamlet - Richmond
4598,DWYER HILL RD @ FERNBANK RD,342917.4979,5005064.071,-76.01496,45.18451,2017-05-08,5:05:00 AM,02 - Rain,02 - Wet,02 - Stop sign,02 - Intersection related,07 - Dark,02 - Non-fatal injury,07 - SMV other,Munster Hamlet - Richmond
4599,DWYER HILL RD @ FERNBANK RD,342918.9791,5005066.126,-76.01494,45.18453,2017-07-23,10:20:00 PM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,07 - Dark,03 - P.D. only,07 - SMV other,Munster Hamlet - Richmond
4600,DWYER HILL RD @ FLOOD RD,356724.0459,4986389.009,-75.84121,45.01559,2017-12-05,1:44:00 PM,01 - Clear,02 - Wet,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,07 - SMV other,Munster Hamlet - Richmond
4601,DWYER HILL RD @ ROGER STEVENS DR,354336.542,4989351.272,-75.87121,45.04241,2017-08-16,5:46:00 PM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Munster Hamlet - Richmond
4602,DWYER HILL RD @ ROGER STEVENS DR,354337.5453,4989349.934,-75.8712,45.0424,2017-06-29,6:43:00 PM,02 - Rain,02 - Wet,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Munster Hamlet - Richmond
4603,DWYER HILL RD @ ROGER STEVENS DR,354337.0012,4989350.583,-75.8712,45.04241,2017-07-21,1:19:00 PM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Munster Hamlet - Richmond
4604,DWYER HILL RD @ ROGER STEVENS DR,354336.0686,4989351.035,-75.87122,45.04241,2017-09-15,12:14:00 PM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Munster Hamlet - Richmond
4605,DWYER HILL RD @ ROGER STEVENS DR,354355.5983,4989346.569,-75.87097,45.04237,2017-10-09,3:21:00 PM,01 - Clear,02 - Wet,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Munster Hamlet - Richmond
4606,DWYER HILL RD @ ROGER STEVENS DR,354309.9965,4989406.807,-75.87154,45.04292,2017-10-04,4:46:00 PM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Munster Hamlet - Richmond
4607,DWYER HILL RD @ ROGER STEVENS DR,354336.2076,4989351.941,-75.87121,45.04242,2017-01-11,6:41:00 PM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,07 - Dark,02 - Non-fatal injury,02 - Angle,Munster Hamlet - Richmond
4608,DWYER HILL RD btwn BLEEKS RD & COPELAND RD,347112.1468,5000228.501,-75.96199,45.14076,2017-06-02,12:54:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Munster Hamlet - Richmond
4609,DWYER HILL RD btwn FALLOWFIELD RD & MCCAFFREY TR,345865.4423,5001677.601,-75.97772,45.15388,2017-11-08,5:57:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Munster Hamlet - Richmond
4610,DWYER HILL RD btwn PADEN RD & DONNELLY DR,359022.8766,4983983.652,-75.81231,44.99377,2017-02-19,6:00:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Munster Hamlet - Richmond
4611,DWYER HILL RD btwn PADEN RD & DONNELLY DR,359127.524,4983871.816,-75.81099,44.99276,2017-12-17,6:00:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Munster Hamlet - Richmond
4612,DWYER HILL RD btwn PURDY RD & DWYER HILL RD,351031.6887,4995609.117,-75.91258,45.09895,2017-04-28,6:20:00 AM,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,03 - Dawn,02 - Non-fatal injury,07 - SMV other,Munster Hamlet - Richmond
4613,DWYER HILL RD btwn ROGER STEVENS DR & FLOOD RD,356375.8278,4986644.438,-75.8456,45.01791,2017-12-06,5:30:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Munster Hamlet - Richmond
4614,DWYER HILL RD btwn ROGER STEVENS DR & FLOOD RD,354385.037,4989302.442,-75.8706,45.04197,2017-03-30,8:37:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Munster Hamlet - Richmond
4615,DWYER HILL RD btwn ROGER STEVENS DR & FLOOD RD,355746.8888,4986901.997,-75.85356,45.02027,2017-03-10,6:46:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,07 - SMV other,Munster Hamlet - Richmond
4616,DYNES RD @ PRINCE OF WALES DR,367115.0486,5025923.533,-75.70445,45.37048,2017-05-04,2:41:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Carleton Heights - Rideauview
4617,DYNES RD @ PRINCE OF WALES DR,367115.7174,5025923.533,-75.70444,45.37048,2017-06-19,6:03:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Carleton Heights - Rideauview
4618,DYNES RD @ PRINCE OF WALES DR,367114.7141,5025923.294,-75.70445,45.37048,2017-09-19,2:30:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Carleton Heights - Rideauview
4619,DYNES RD @ PRINCE OF WALES DR,367116.1342,5025923.769,-75.70443,45.37049,2017-11-04,11:40:00 AM,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Carleton Heights - Rideauview
4620,DYNES RD btwn CLAYMOR AVE & MORLEY BLVD,366906.1988,5025771.936,-75.70713,45.36914,2017-09-21,5:49:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Carleton Heights - Rideauview
4621,DYNES RD btwn FISHER AVE & ARNOT RD,366467.1509,5025493.576,-75.71277,45.36667,2017-01-13,2:53:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Carleton Heights - Rideauview
4622,EAGLE LANE @ MEADOWLANDS DR,365280.1166,5024420.218,-75.72805,45.35712,2017-01-30,12:55:00 PM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen
4623,EAGLESON RD @ 146 N OF ABBEYHILL DR/HAZELDEAN,353772.9571,5018172.055,-75.87554,45.30179,2017-05-18,5:20:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Glen Cairn - Kanata South Business Park
4624,EAGLESON RD @ 146 N OF ABBEYHILL DR/HAZELDEAN,353773.626,5018171.386,-75.87553,45.30179,2017-06-06,2:36:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Glen Cairn - Kanata South Business Park
4625,EAGLESON RD @ 146 N OF ABBEYHILL DR/HAZELDEAN,353773.2915,5018172.055,-75.87553,45.30179,2017-02-03,8:57:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement,Glen Cairn - Kanata South Business Park
4626,EAGLESON RD @ 240 N OF CADENCE GT/LOBLAWS SC,354526.4255,5016263.414,-75.86612,45.28457,2017-05-05,9:48:00 AM,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,05 - Turning movement,Bridlewood - Emerald Meadows
4627,EAGLESON RD @ 300 N OF MICHAEL COWPLAND/EAGLES,354273.555,5016903.492,-75.86928,45.29034,2017-02-19,8:12:00 PM,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,Bridlewood - Emerald Meadows
4628,EAGLESON RD @ COPE DR/CADENCE GT,354619.619,5016028.096,-75.86496,45.28244,2017-05-07,3:40:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Bridlewood - Emerald Meadows
4629,EAGLESON RD @ COPE DR/CADENCE GT,354620.9568,5016028.096,-75.86494,45.28244,2017-06-23,4:01:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Bridlewood - Emerald Meadows
4630,EAGLESON RD @ COPE DR/CADENCE GT,354621.2103,5016027.028,-75.86494,45.28243,2017-07-21,8:54:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Bridlewood - Emerald Meadows
4631,EAGLESON RD @ COPE DR/CADENCE GT,354621.5781,5016027.666,-75.86493,45.28244,2017-11-01,6:22:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,Bridlewood - Emerald Meadows
4632,EAGLESON RD @ COPE DR/CADENCE GT,354621.0543,5016027.614,-75.86494,45.28244,2017-11-26,11:41:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Bridlewood - Emerald Meadows
4633,EAGLESON RD @ COPE DR/CADENCE GT,354621.4594,5016027.062,-75.86493,45.28243,2017-11-03,8:31:00 AM,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Bridlewood - Emerald Meadows
4634,EAGLESON RD @ COPE DR/CADENCE GT,354621.6256,5016027.427,-75.86493,45.28244,2017-11-13,6:30:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,02 - Angle,Bridlewood - Emerald Meadows
4635,EAGLESON RD @ COPE DR/CADENCE GT,354621.6256,5016025.421,-75.86493,45.28242,2017-04-08,9:00:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Bridlewood - Emerald Meadows
4636,EAGLESON RD @ COPE DR/CADENCE GT,354621.6256,5016026.758,-75.86493,45.28243,2017-03-17,5:43:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Bridlewood - Emerald Meadows
4637,EAGLESON RD @ COPE DR/CADENCE GT,354620.855,5016027.496,-75.86494,45.28244,2017-12-26,7:35:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement,Bridlewood - Emerald Meadows
4638,EAGLESON RD @ FALLOWFIELD RD,355963.3063,5012595.743,-75.84818,45.25146,2017-06-24,7:46:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Munster Hamlet - Richmond
4639,EAGLESON RD @ FALLOWFIELD RD,355959.9619,5012593.737,-75.84823,45.25144,2017-06-19,3:55:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Stittsville - Basswood
4640,EAGLESON RD @ FALLOWFIELD RD,355961.2997,5012593.068,-75.84821,45.25144,2017-04-26,9:10:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,07 - SMV other,Stittsville - Basswood
4641,EAGLESON RD @ FALLOWFIELD RD,355961.2997,5012593.068,-75.84821,45.25144,2017-06-20,7:22:00 AM,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Stittsville - Basswood
4642,EAGLESON RD @ FALLOWFIELD RD,355961.2026,5012593.327,-75.84821,45.25144,2017-08-22,11:26:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Stittsville - Basswood
4643,EAGLESON RD @ FALLOWFIELD RD,355961.6341,5012594.167,-75.8482,45.25145,2017-09-20,8:37:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Stittsville - Basswood
4644,EAGLESON RD @ FALLOWFIELD RD,355961.1607,5012594.169,-75.84821,45.25145,2017-09-25,2:22:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Stittsville - Basswood
4645,EAGLESON RD @ FALLOWFIELD RD,355961.6341,5012594.167,-75.8482,45.25145,2017-10-21,12:56:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Stittsville - Basswood
4646,EAGLESON RD @ FALLOWFIELD RD,355962.6374,5012594.406,-75.84819,45.25145,2017-11-09,9:10:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,04 - Sideswipe,Stittsville - Basswood
4647,EAGLESON RD @ FALLOWFIELD RD,355962.6374,5012594.406,-75.84819,45.25145,2017-11-22,3:50:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,02 - Angle,Stittsville - Basswood
4648,EAGLESON RD @ FALLOWFIELD RD,355961.6341,5012594.642,-75.8482,45.25145,2017-11-07,7:50:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Stittsville - Basswood
4649,EAGLESON RD @ FALLOWFIELD RD,355959.9619,5012594.406,-75.84823,45.25145,2017-11-09,7:28:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement,Stittsville - Basswood
4650,EAGLESON RD @ FALLOWFIELD RD,355961.0877,5012595.499,-75.84821,45.25146,2017-02-02,12:50:00 PM,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Stittsville - Basswood
4651,EAGLESON RD @ FALLOWFIELD RD,355962.6374,5012593.068,-75.84819,45.25144,2017-03-23,5:52:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Stittsville - Basswood
4652,EAGLESON RD @ FALLOWFIELD RD,355961.9686,5012595.075,-75.8482,45.25146,2017-03-15,11:28:00 AM,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Stittsville - Basswood
4653,EAGLESON RD @ FERNBANK RD,354798.2949,5015588.094,-75.86272,45.27847,2017-06-22,10:13:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,05 - Turning movement,Bridlewood - Emerald Meadows
4654,EAGLESON RD @ FERNBANK RD,354798.2949,5015587.425,-75.86272,45.27846,2017-10-28,3:38:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Glen Cairn - Kanata South Business Park
4655,EAGLESON RD @ FERNBANK RD,354798.9638,5015586.756,-75.86271,45.27846,2017-11-26,3:28:00 PM,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Glen Cairn - Kanata South Business Park
4656,EAGLESON RD @ FLEWELLYN RD,355334.4865,5014247.21,-75.85603,45.26637,2017-08-22,4:47:00 PM,02 - Rain,02 - Wet,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,07 - SMV other,Stittsville - Basswood
4657,EAGLESON RD @ FLEWELLYN RD,355334.1014,5014248.142,-75.85603,45.26638,2017-10-29,7:02:00 PM,02 - Rain,02 - Wet,02 - Stop sign,03 - At intersection,07 - Dark,02 - Non-fatal injury,03 - Rear end,Greenbelt
4658,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD,353673.2905,5018423.122,-75.87678,45.30406,2017-06-06,8:00:00 AM,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
4659,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD,353673.9594,5018424.46,-75.87677,45.30407,2017-06-20,7:41:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Greenbelt
4660,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD,353675.2971,5018425.129,-75.87676,45.30408,2017-04-24,5:40:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
4661,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD,353674.0564,5018424.676,-75.87677,45.30407,2017-08-22,10:47:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Greenbelt
4662,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD,353674.2908,5018424.238,-75.87677,45.30407,2017-08-31,2:02:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
4663,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD,353673.8469,5018425.126,-75.87677,45.30408,2017-07-24,8:31:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,05 - Dusk,03 - P.D. only,03 - Rear end,Greenbelt
4664,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD,353674.2629,5018423.503,-75.87677,45.30406,2017-08-08,7:51:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Greenbelt
4665,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD,353674.2908,5018424.238,-75.87677,45.30407,2017-08-25,2:10:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
4666,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD,353673.6249,5018424.697,-75.87678,45.30407,2017-10-25,12:45:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Greenbelt
4667,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD,353674.1028,5018424.699,-75.87677,45.30407,2017-10-30,2:30:00 PM,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
4668,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD,353674.0983,5018423.277,-75.87677,45.30406,2017-11-08,9:56:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
4669,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD,353673.2905,5018423.122,-75.87678,45.30406,2017-11-20,3:31:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
4670,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD,353673.6249,5018423.743,-75.87678,45.30407,2017-11-07,5:45:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,03 - Rear end,Greenbelt
4671,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD,353674.4833,5018421.885,-75.87677,45.30405,2017-01-07,2:22:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
4672,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD,353673.6249,5018425.553,-75.87678,45.30408,2017-01-26,3:45:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
4673,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD,353674.0983,5018424.697,-75.87677,45.30407,2017-01-14,11:30:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
4674,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD,353675.1258,5018424.085,-75.87676,45.30407,2017-02-20,8:47:00 PM,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,03 - Rear end,Greenbelt
4675,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD,353675.2971,5018424.46,-75.87676,45.30407,2017-03-15,9:54:00 AM,03 - Snow,06 - Ice,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
4676,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD,353673.9594,5018423.122,-75.87677,45.30406,2017-03-24,11:35:00 AM,03 - Snow,04 - Slush,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,99 - Other,Greenbelt
4677,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD,353673.6249,5018424.46,-75.87678,45.30407,2017-12-29,10:10:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,Greenbelt
4678,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD,353674.5807,5018423.743,-75.87677,45.30407,2017-12-31,9:23:00 AM,01 - Clear,05 - Packed snow,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,07 - SMV other,Greenbelt
4679,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD,353672.2048,5018425.17,-75.8768,45.30408,2017-12-21,9:20:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
4680,EAGLESON RD @ HOPE SIDE RD/TERRY FOX DR,355189.8251,5014616.005,-75.85783,45.2697,2017-05-14,4:50:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Bridlewood - Emerald Meadows
4681,EAGLESON RD @ HOPE SIDE RD/TERRY FOX DR,355187.9309,5014615.339,-75.85786,45.26969,2017-08-24,9:54:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,Stittsville - Basswood
4682,EAGLESON RD @ HOPE SIDE RD/TERRY FOX DR,355189.0113,5014615.147,-75.85784,45.26969,2017-01-11,10:11:00 AM,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,99 - Other,Bridlewood - Emerald Meadows
4683,EAGLESON RD @ HOPE SIDE RD/TERRY FOX DR,355188.1529,5014617.098,-75.85785,45.26971,2017-02-06,2:31:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Bridlewood - Emerald Meadows
